	Chr	Position	25bp	50bp	100bp	200bp	500bp	1kb	2kb	5kb	10kb	20kb	50kb	100kb	200kb	500kb	1Mb
SNP789	1	218454242	0.36	0.431373	0.39604	0.422886	0.429142	0.437562	0.433783	0.404119	0.419058	0.40938	0.391892	0.385466	0.386443	0.386223	0.384683
SNP790	1	219921242	0.4	0.372549	0.376238	0.373134	0.37525	0.372627	0.391304	0.39852	0.406359	0.39133	0.398172	0.398476	0.396798	0.393361	0.388918
SNP791	1	220336978	0.52	0.607843	0.514851	0.412935	0.423154	0.38961	0.391304	0.34833	0.372163	0.381081	0.377952	0.376896	0.385798	0.397041	0.394293
SNP792	1	220688200	0.64	0.588235	0.425743	0.38806	0.367265	0.376623	0.394803	0.412917	0.40376	0.39208	0.399632	0.403196	0.392708	0.404379	0.403452
SNP793	1	220806287	0.48	0.411765	0.415842	0.427861	0.433134	0.40959	0.382309	0.361528	0.365963	0.39278	0.374973	0.369836	0.389573	0.406287	0.400724
SNP794	1	220914702	0.16	0.196078	0.267327	0.313433	0.365269	0.37962	0.407796	0.417516	0.405459	0.430828	0.430351	0.440776	0.426613	0.406187	0.401953
SNP795	1	221217626	0.4	0.313725	0.316832	0.283582	0.309381	0.30969	0.32084	0.356129	0.39616	0.39263	0.389092	0.390466	0.382563	0.395931	0.394961
SNP796	1	221540805	0.32	0.235294	0.287129	0.243781	0.289421	0.320679	0.322339	0.346131	0.373763	0.383081	0.382432	0.388996	0.381753	0.382467	0.39125
SNP797	1	221778420	0.16	0.294118	0.257426	0.338308	0.313373	0.33966	0.347326	0.368326	0.351065	0.373231	0.357813	0.370826	0.378143	0.389763	0.392174
SNP798	1	221912907	0.48	0.607843	0.594059	0.572139	0.550898	0.494505	0.467266	0.476705	0.481152	0.440228	0.421572	0.413596	0.398733	0.397123	0.39426
SNP799	1	221926660	0.36	0.411765	0.415842	0.472637	0.365269	0.360639	0.362319	0.404519	0.40256	0.40718	0.411992	0.413366	0.402733	0.397689	0.394598
SNP800	1	222144768	0.64	0.666667	0.554455	0.502488	0.471058	0.433566	0.413793	0.430314	0.451455	0.441078	0.420572	0.401766	0.410393	0.405971	0.401261
SNP801	1	222314420	0.32	0.313725	0.346535	0.313433	0.295409	0.302697	0.32034	0.308138	0.330567	0.351282	0.384772	0.398236	0.401228	0.401881	0.408141
SNP802	1	222420494	0.4	0.431373	0.445545	0.422886	0.401198	0.376623	0.410795	0.39992	0.388061	0.39558	0.393392	0.395056	0.397778	0.410447	0.406463
SNP803	1	222728693	0.2	0.27451	0.326733	0.348259	0.389222	0.355644	0.378311	0.405919	0.40056	0.40873	0.396752	0.406186	0.424258	0.409159	0.40248
SNP804	1	222941562	0.32	0.352941	0.386139	0.378109	0.363273	0.36963	0.401799	0.40012	0.412259	0.39618	0.396532	0.395046	0.386278	0.386715	0.414943
SNP805	1	223107660	0.28	0.313725	0.277228	0.308458	0.363273	0.347652	0.341829	0.335533	0.339366	0.360332	0.369793	0.373446	0.383983	0.409049	0.419757
SNP806	1	223469335	0.64	0.529412	0.485149	0.522388	0.477046	0.509491	0.478261	0.478904	0.454455	0.440228	0.431191	0.438456	0.446298	0.449227	0.439624
SNP807	1	223564003	0.32	0.372549	0.356436	0.378109	0.45509	0.411588	0.445277	0.435113	0.475352	0.448328	0.416032	0.431136	0.436963	0.451452	0.442824
SNP808	1	223584421	0.4	0.431373	0.415842	0.41791	0.429142	0.37962	0.393303	0.379124	0.349265	0.386531	0.421172	0.427676	0.443473	0.451961	0.443844
SNP809	1	223619400	0.36	0.352941	0.326733	0.318408	0.343313	0.338661	0.358321	0.427514	0.425657	0.422129	0.433091	0.435136	0.447328	0.45395	0.445624
SNP810	1	224090333	0.36	0.490196	0.455446	0.457711	0.43513	0.445554	0.447776	0.431114	0.439156	0.449178	0.427591	0.419236	0.418863	0.429187	0.43709
SNP811	1	224223870	0.32	0.235294	0.277228	0.288557	0.367265	0.41958	0.375812	0.375525	0.386061	0.417879	0.416192	0.408746	0.416098	0.421885	0.432236
SNP812	1	224734631	0.4	0.352941	0.435644	0.432836	0.431138	0.426573	0.406297	0.406319	0.394361	0.39918	0.419192	0.427376	0.436338	0.431431	0.421148
SNP813	1	224812350	0.52	0.568627	0.564356	0.527363	0.526946	0.528472	0.516742	0.495501	0.471153	0.488826	0.470051	0.447956	0.442818	0.430635	0.417746
SNP814	1	224990327	0.36	0.313725	0.376238	0.412935	0.43513	0.41958	0.404798	0.416517	0.415558	0.430928	0.419492	0.428316	0.434848	0.417895	0.406938
SNP815	1	225324697	0.4	0.372549	0.386139	0.378109	0.379242	0.404595	0.436782	0.428314	0.40176	0.383931	0.374813	0.371916	0.374998	0.373525	0.401019
SNP816	1	225786034	0.4	0.352941	0.366337	0.288557	0.329341	0.321678	0.362819	0.383523	0.370463	0.381831	0.396212	0.392696	0.398628	0.430743	0.427182
SNP817	1	225962023	0.4	0.392157	0.356436	0.412935	0.411178	0.423576	0.449775	0.445511	0.468753	0.452277	0.447011	0.462965	0.470438	0.450907	0.4402
SNP818	1	226105493	0.52	0.431373	0.455446	0.477612	0.43513	0.415584	0.454273	0.495701	0.50175	0.508675	0.49717	0.498985	0.488443	0.470989	0.449819
SNP819	1	226512997	0.56	0.54902	0.49505	0.537313	0.512974	0.490509	0.467766	0.466307	0.452155	0.442478	0.449331	0.444086	0.434233	0.454405	0.466724
SNP820	1	226744208	0.64	0.529412	0.49505	0.477612	0.471058	0.417582	0.390805	0.421916	0.435356	0.472626	0.472211	0.480025	0.485408	0.472029	0.459226
SNP821	1	226750719	0.32	0.352941	0.376238	0.333333	0.323353	0.377622	0.432784	0.472705	0.467153	0.460477	0.47777	0.485635	0.487648	0.472183	0.45831
SNP822	1	226838224	0.52	0.45098	0.445545	0.527363	0.552894	0.548452	0.516242	0.534093	0.552845	0.552872	0.525809	0.500965	0.488693	0.472945	0.44746
SNP823	1	227180439	0.2	0.27451	0.326733	0.328358	0.461078	0.444555	0.451274	0.472505	0.455354	0.482726	0.460771	0.452725	0.426253	0.416367	0.433028
SNP824	1	227481602	0.2	0.254902	0.257426	0.278607	0.431138	0.416583	0.405797	0.381324	0.377162	0.380531	0.381152	0.390196	0.391068	0.395091	0.424148
SNP825	1	227768064	0.32	0.27451	0.29703	0.343284	0.37525	0.444555	0.436782	0.39972	0.381962	0.386981	0.417132	0.425466	0.422413	0.439945	0.441014
SNP826	1	227967706	0.4	0.411765	0.405941	0.527363	0.586826	0.572428	0.601199	0.558888	0.506549	0.536773	0.51833	0.495575	0.462608	0.469329	0.470384
SNP827	1	228254379	0.8	0.705882	0.643564	0.572139	0.552894	0.59041	0.597201	0.583483	0.580842	0.574171	0.541049	0.529535	0.524202	0.512915	0.496941
SNP828	1	228576929	0.24	0.235294	0.346535	0.477612	0.499002	0.496503	0.466267	0.477504	0.461954	0.487776	0.558509	0.546175	0.526497	0.523077	0.501698
SNP829	1	228759775	0.8	0.705882	0.732673	0.741294	0.754491	0.685315	0.678161	0.686463	0.678532	0.678416	0.639807	0.541825	0.493258	0.487703	0.487695
SNP830	1	228971199	0.44	0.45098	0.465347	0.447761	0.433134	0.431568	0.458271	0.467706	0.467553	0.446428	0.424192	0.440896	0.443933	0.461099	0.471198
SNP831	1	229047291	0.32	0.333333	0.415842	0.477612	0.52495	0.487512	0.438781	0.422715	0.424058	0.448078	0.445291	0.451985	0.446568	0.445435	0.464941
SNP832	1	229511978	0.32	0.392157	0.475248	0.507463	0.522954	0.521479	0.501749	0.488502	0.481752	0.462077	0.441831	0.459795	0.439423	0.439061	0.440529
SNP833	1	229718150	0.32	0.45098	0.39604	0.427861	0.500998	0.451548	0.428786	0.422915	0.443556	0.445728	0.439851	0.434096	0.429123	0.433163	0.435412
SNP834	1	229836643	0.4	0.45098	0.465347	0.497512	0.421158	0.391608	0.404798	0.424315	0.431057	0.434678	0.412492	0.412466	0.424603	0.425683	0.43601
SNP835	1	230784379	0.12	0.235294	0.277228	0.298507	0.333333	0.356643	0.378311	0.387323	0.393561	0.414879	0.411972	0.417776	0.430168	0.438737	0.44265
SNP836	1	230888054	0.64	0.588235	0.60396	0.567164	0.520958	0.562438	0.525237	0.530494	0.518648	0.506825	0.474951	0.474945	0.450993	0.434431	0.44502
SNP837	1	230920839	0.48	0.509804	0.475248	0.40796	0.447106	0.484515	0.470265	0.453709	0.458254	0.467527	0.461911	0.461415	0.464493	0.435715	0.443393
SNP838	1	231863656	0.52	0.588235	0.524752	0.497512	0.427146	0.418581	0.409795	0.420716	0.421258	0.418079	0.415152	0.427636	0.420203	0.416595	0.415374
SNP839	1	232099396	0.48	0.352941	0.405941	0.437811	0.512974	0.453546	0.464768	0.428514	0.410759	0.417479	0.418012	0.419066	0.419883	0.417499	0.417729
SNP840	1	232244355	0.28	0.431373	0.465347	0.462687	0.459082	0.423576	0.418791	0.425915	0.421958	0.411679	0.412852	0.401516	0.411993	0.419013	0.41956
SNP841	1	232342054	0.52	0.411765	0.39604	0.432836	0.377246	0.385614	0.388806	0.396121	0.379462	0.40573	0.431091	0.423636	0.416668	0.419567	0.419184
SNP842	1	232573043	0.44	0.470588	0.39604	0.363184	0.329341	0.408591	0.462769	0.44851	0.442256	0.428929	0.424652	0.414196	0.419448	0.419787	0.416828
SNP843	1	232625207	0.28	0.352941	0.29703	0.298507	0.347305	0.377622	0.392804	0.40172	0.407259	0.39848	0.400972	0.404096	0.410088	0.419085	0.417799
SNP844	1	232793436	0.44	0.431373	0.376238	0.338308	0.367265	0.375624	0.373313	0.396521	0.391461	0.39978	0.408732	0.423106	0.417163	0.413485	0.419438
SNP845	1	232901928	0.28	0.431373	0.346535	0.437811	0.421158	0.448551	0.435282	0.417916	0.40236	0.414579	0.416012	0.410906	0.408488	0.420165	0.41611
SNP846	1	233090102	0.2	0.254902	0.277228	0.363184	0.393214	0.397602	0.38031	0.404719	0.424058	0.415179	0.425051	0.439736	0.436028	0.413445	0.409711
SNP847	1	233100329	0.32	0.333333	0.316832	0.288557	0.347305	0.353646	0.368816	0.40092	0.40256	0.40698	0.441131	0.442596	0.434453	0.413701	0.410083
SNP848	1	233344156	0.52	0.392157	0.435644	0.41791	0.469062	0.41958	0.3998	0.415917	0.413659	0.411029	0.392952	0.392186	0.398943	0.405831	0.408938
SNP849	1	233446998	0.24	0.313725	0.356436	0.393035	0.409182	0.3996	0.416292	0.370326	0.363164	0.362182	0.404872	0.400616	0.398263	0.400107	0.407298
SNP850	1	233489968	0.36	0.333333	0.306931	0.313433	0.313373	0.371628	0.363318	0.391722	0.39626	0.39048	0.392212	0.395176	0.397353	0.399121	0.406752
SNP851	1	233865928	0.52	0.529412	0.455446	0.393035	0.409182	0.447552	0.468766	0.422316	0.432757	0.432778	0.401452	0.400466	0.401378	0.402853	0.405754
SNP852	1	234029015	0.64	0.588235	0.554455	0.532338	0.491018	0.406593	0.391804	0.406719	0.406559	0.383331	0.403312	0.400176	0.399923	0.402951	0.41029
SNP853	1	234125101	0.28	0.27451	0.237624	0.268657	0.347305	0.328671	0.337831	0.363727	0.384762	0.40078	0.406572	0.411356	0.407313	0.407505	0.410603
SNP854	1	234211298	0.44	0.431373	0.376238	0.38806	0.411178	0.397602	0.406797	0.438312	0.419058	0.414079	0.414152	0.411796	0.410758	0.416979	0.414923
SNP855	1	234426971	0.4	0.431373	0.415842	0.452736	0.489022	0.473526	0.458771	0.444111	0.440656	0.433028	0.443771	0.434846	0.430883	0.423555	0.423812
SNP856	1	235022856	0.56	0.45098	0.376238	0.452736	0.469062	0.463536	0.493253	0.5013	0.50325	0.487326	0.47957	0.470275	0.463753	0.460248	0.438033
SNP857	1	235612713	0.2	0.27451	0.326733	0.333333	0.329341	0.327672	0.366817	0.39972	0.419858	0.420429	0.426091	0.422306	0.433848	0.428427	0.422811
SNP858	1	236353471	0.28	0.235294	0.336634	0.358209	0.363273	0.373626	0.376312	0.425515	0.40176	0.39663	0.413092	0.426736	0.429268	0.438209	0.42222
SNP859	1	236591417	0.72	0.588235	0.514851	0.502488	0.377246	0.405594	0.452774	0.446911	0.452455	0.456527	0.447291	0.451945	0.445228	0.418865	0.428977
SNP860	1	236890540	0.4	0.392157	0.39604	0.40796	0.500998	0.514486	0.48026	0.467107	0.430557	0.425929	0.427531	0.426426	0.422298	0.419575	0.421577
SNP861	1	237173624	0.32	0.392157	0.425743	0.437811	0.433134	0.422577	0.418791	0.430114	0.420758	0.415829	0.422692	0.433006	0.431938	0.417879	0.405702
SNP862	1	237479515	0.4	0.352941	0.287129	0.273632	0.323353	0.355644	0.345827	0.341332	0.349065	0.372731	0.368213	0.366626	0.379013	0.387885	0.392821
SNP863	1	238090072	0.68	0.588235	0.534653	0.472637	0.481038	0.45954	0.436282	0.387123	0.390461	0.40913	0.400632	0.408916	0.401513	0.387539	0.383107
SNP864	1	238143144	0.32	0.254902	0.306931	0.338308	0.325349	0.33966	0.373313	0.363327	0.366863	0.375631	0.383092	0.386316	0.393728	0.389603	0.382679
SNP865	1	238246162	0.44	0.372549	0.336634	0.373134	0.347305	0.330669	0.369315	0.385723	0.367563	0.385031	0.385792	0.389356	0.383518	0.390711	0.381055
SNP866	1	238383505	0.44	0.45098	0.39604	0.363184	0.355289	0.373626	0.395302	0.383523	0.380262	0.39213	0.378072	0.379546	0.380798	0.379239	0.378141
SNP867	1	238643210	0.44	0.352941	0.366337	0.328358	0.347305	0.326673	0.32084	0.355529	0.359964	0.378381	0.364133	0.359356	0.367768	0.366745	0.368598
SNP868	1	239259416	0.48	0.45098	0.336634	0.323383	0.319361	0.353646	0.377811	0.365927	0.362064	0.385331	0.372473	0.369056	0.364023	0.365159	0.366464
SNP869	1	239782469	0.64	0.54902	0.554455	0.437811	0.481038	0.43956	0.42029	0.391322	0.383962	0.39543	0.383832	0.385246	0.381193	0.383517	0.387744
SNP870	1	240103787	0.24	0.254902	0.326733	0.308458	0.341317	0.345654	0.393803	0.374725	0.386361	0.40058	0.410972	0.409046	0.406273	0.402713	0.391811
SNP871	1	240667779	0.52	0.392157	0.376238	0.41791	0.391218	0.334665	0.372814	0.369726	0.39536	0.40763	0.411032	0.407966	0.402378	0.398417	0.397268
SNP872	1	241140827	0.32	0.333333	0.287129	0.308458	0.345309	0.385614	0.358821	0.369726	0.384662	0.383281	0.379972	0.384756	0.385913	0.392079	0.399489
SNP873	1	241273575	0.52	0.490196	0.475248	0.402985	0.349301	0.371628	0.375312	0.39812	0.386361	0.380281	0.395292	0.399816	0.396453	0.392243	0.395356
SNP874	1	241760175	0.64	0.627451	0.574257	0.507463	0.441118	0.413586	0.374313	0.360928	0.370363	0.39428	0.388052	0.389386	0.381893	0.390135	0.403018
SNP875	1	242195907	0.4	0.45098	0.435644	0.437811	0.497006	0.466533	0.475762	0.471506	0.444456	0.433928	0.438271	0.442986	0.438038	0.418455	0.40638
SNP876	1	242316711	0.32	0.411765	0.39604	0.363184	0.371257	0.377622	0.387806	0.364327	0.367463	0.382731	0.401232	0.408276	0.411948	0.418347	0.407936
SNP877	1	242847506	0.36	0.333333	0.29703	0.273632	0.287425	0.330669	0.354323	0.353529	0.364264	0.39918	0.395792	0.400066	0.397218	0.403707	0.406231
SNP878	1	243198469	0.48	0.509804	0.485149	0.412935	0.399202	0.367632	0.36032	0.347331	0.343866	0.350182	0.419432	0.435496	0.428898	0.405685	0.401723
SNP879	1	243383416	0.36	0.392157	0.336634	0.323383	0.355289	0.336663	0.34033	0.366727	0.366763	0.358232	0.363773	0.376416	0.371498	0.394493	0.394101
SNP880	1	243415383	0.24	0.254902	0.277228	0.323383	0.341317	0.304695	0.301849	0.357728	0.419758	0.410779	0.392492	0.381446	0.375878	0.397769	0.3933
SNP881	1	243523619	0.2	0.333333	0.435644	0.497512	0.493014	0.461538	0.445777	0.406919	0.394461	0.371981	0.365793	0.376696	0.381288	0.383043	0.39238
SNP882	1	243753266	0.4	0.352941	0.366337	0.323383	0.347305	0.347652	0.358821	0.369326	0.363964	0.362782	0.365173	0.362236	0.374238	0.378817	0.390753
SNP883	1	243927362	0.36	0.352941	0.326733	0.358209	0.301397	0.286713	0.286357	0.306339	0.329867	0.360632	0.364733	0.371696	0.372493	0.383957	0.399663
SNP884	1	244029093	0.36	0.54902	0.544554	0.59204	0.512974	0.451548	0.417791	0.372326	0.383662	0.387181	0.396712	0.393886	0.400898	0.397811	0.405735
SNP885	1	244229026	0.4	0.392157	0.425743	0.472637	0.457086	0.421578	0.397301	0.425715	0.409459	0.413629	0.437911	0.427496	0.426093	0.426957	0.40605
SNP886	1	244349452	0.2	0.235294	0.267327	0.298507	0.343313	0.394605	0.422289	0.458308	0.461254	0.436078	0.436291	0.442386	0.436653	0.431273	0.411021
SNP887	1	244511858	0.64	0.607843	0.613861	0.552239	0.467066	0.473526	0.438281	0.45011	0.450755	0.451127	0.436471	0.444096	0.426823	0.418323	0.424092
SNP888	1	244820741	0.44	0.490196	0.455446	0.447761	0.449102	0.434565	0.41979	0.39892	0.431057	0.424329	0.415192	0.411246	0.421083	0.416967	0.426889
SNP889	2	385195	0.44	0.490196	0.554455	0.552239	0.530938	0.47952	0.467766	0.462907	0.454455	0.451627	0.454711	0.440086	0.443723	0.436393	0.441006
SNP890	2	592846	0.56	0.529412	0.534653	0.532338	0.51497	0.473526	0.457771	0.482304	0.488251	0.496475	0.453211	0.457365	0.455263	0.446709	0.439146
SNP891	2	938798	0.4	0.352941	0.346535	0.363184	0.419162	0.421578	0.430285	0.435913	0.446055	0.461677	0.469051	0.449396	0.450768	0.440195	0.445238
SNP892	2	1192730	0.28	0.313725	0.316832	0.323383	0.327345	0.315684	0.338831	0.342531	0.362064	0.363732	0.394252	0.451785	0.440593	0.436253	0.456648
SNP893	2	1451321	0.44	0.431373	0.425743	0.39801	0.373253	0.42957	0.453273	0.468706	0.456454	0.464827	0.451711	0.475405	0.476063	0.475497	0.465305
SNP894	2	1574185	0.6	0.568627	0.514851	0.572139	0.568862	0.548452	0.506247	0.553689	0.510149	0.480426	0.51273	0.520275	0.509147	0.487903	0.469396
SNP895	2	1612605	0.52	0.411765	0.336634	0.313433	0.299401	0.377622	0.391804	0.4995	0.505149	0.508375	0.51251	0.509155	0.507732	0.493383	0.46752
SNP896	2	2035740	0.52	0.470588	0.514851	0.547264	0.56487	0.569431	0.543728	0.480704	0.488251	0.470976	0.440931	0.436546	0.440098	0.448781	0.452054
SNP897	2	2619789	0.4	0.235294	0.257426	0.383085	0.451098	0.444555	0.457271	0.438312	0.408859	0.414179	0.431651	0.465135	0.476118	0.462013	0.44586
SNP898	2	3148352	0.36	0.411765	0.435644	0.447761	0.497006	0.47952	0.504248	0.539092	0.534747	0.493275	0.472451	0.497215	0.478418	0.463855	0.475976
SNP899	2	3254139	0.48	0.509804	0.50495	0.432836	0.471058	0.496503	0.475762	0.478704	0.477952	0.464477	0.460191	0.480255	0.493823	0.477213	0.473611
SNP900	2	3387576	0.36	0.45098	0.386139	0.323383	0.469062	0.453546	0.398801	0.377924	0.453155	0.449878	0.446451	0.455565	0.481263	0.480823	0.46609
SNP901	2	3696202	0.72	0.686275	0.623762	0.651741	0.616766	0.57043	0.561219	0.557089	0.548945	0.552722	0.528249	0.490975	0.479183	0.464086	0.456341
SNP902	2	4498460	0.4	0.470588	0.514851	0.482587	0.379242	0.330669	0.34083	0.35173	0.374963	0.364432	0.368113	0.386636	0.378723	0.375951	0.386859
SNP903	2	4880149	0.44	0.45098	0.485149	0.432836	0.369261	0.351648	0.366317	0.352529	0.355964	0.379281	0.380712	0.376356	0.383053	0.383122	0.379483
SNP904	2	4932634	0.48	0.470588	0.465347	0.462687	0.46507	0.466533	0.472764	0.438912	0.39906	0.39288	0.389192	0.386576	0.388859	0.386002	0.380202
SNP905	2	5030879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.397599	0.412793	0.401866	0.387067	0.382641
SNP906	2	5488888	0.56	0.588235	0.60396	0.542289	0.530938	0.524476	0.502249	0.420716	0.417058	0.40648	0.413732	0.404246	0.397533	0.395235	0.400867
SNP907	2	5895953	0.48	0.470588	0.405941	0.422886	0.447106	0.444555	0.444778	0.443911	0.432857	0.436728	0.425091	0.424396	0.424453	0.416615	0.407134
SNP908	2	6209082	0.56	0.588235	0.534653	0.452736	0.443114	0.437562	0.427786	0.39752	0.39626	0.39068	0.402912	0.396556	0.397258	0.401465	0.402675
SNP909	2	6851903	0.2	0.235294	0.257426	0.293532	0.303393	0.334665	0.349825	0.385923	0.374463	0.365482	0.380532	0.400316	0.411293	0.408655	0.410107
SNP910	2	7023065	0.44	0.372549	0.435644	0.457711	0.46507	0.408591	0.405297	0.414717	0.40266	0.39768	0.414352	0.428036	0.429138	0.427231	0.412922
SNP911	2	7111437	0.56	0.568627	0.554455	0.552239	0.461078	0.450549	0.46077	0.463907	0.451255	0.441128	0.431051	0.440366	0.438833	0.428173	0.414092
SNP912	2	7804013	0.48	0.470588	0.425743	0.41791	0.44511	0.417582	0.390805	0.40232	0.405559	0.39968	0.406912	0.409946	0.402253	0.400413	0.408859
SNP913	2	8195677	0.6	0.509804	0.455446	0.363184	0.383234	0.413586	0.385807	0.364927	0.389761	0.40148	0.414292	0.424186	0.426428	0.419793	0.42745
SNP914	2	8468501	0.68	0.705882	0.693069	0.631841	0.592814	0.599401	0.566217	0.520496	0.484852	0.446428	0.447151	0.442676	0.443438	0.446319	0.437987
SNP915	2	8841929	0.24	0.333333	0.425743	0.373134	0.387226	0.428571	0.463768	0.441112	0.449355	0.456527	0.453191	0.443746	0.438688	0.445955	0.441856
SNP916	2	9194538	0.32	0.45098	0.435644	0.422886	0.373253	0.337662	0.347826	0.395321	0.391661	0.39633	0.406432	0.413846	0.430828	0.433001	0.439588
SNP917	2	9403435	0.72	0.647059	0.653465	0.621891	0.568862	0.55045	0.504748	0.479104	0.483552	0.458727	0.458251	0.462665	0.459223	0.452427	0.438745
SNP918	2	9562101	0.76	0.607843	0.534653	0.482587	0.461078	0.5005	0.496752	0.522895	0.476252	0.451127	0.444371	0.454265	0.448548	0.447565	0.446098
SNP919	2	9607918	0.32	0.372549	0.475248	0.492537	0.45509	0.365634	0.398801	0.443911	0.437056	0.456827	0.442831	0.434036	0.441928	0.448483	0.447964
SNP920	2	9908766	0.72	0.647059	0.623762	0.621891	0.60479	0.584416	0.590205	0.566087	0.545345	0.532423	0.51747	0.511565	0.480313	0.450305	0.465811
SNP921	2	10111334	0.28	0.392157	0.366337	0.353234	0.397206	0.403596	0.412294	0.435713	0.427257	0.421279	0.439931	0.458715	0.455503	0.476935	0.478609
SNP922	2	10129248	0.28	0.27451	0.346535	0.348259	0.353293	0.402597	0.44028	0.454109	0.436656	0.431128	0.461131	0.478575	0.466068	0.479897	0.478734
SNP923	2	10592874	0.64	0.54902	0.49505	0.512438	0.54491	0.519481	0.511244	0.536893	0.545945	0.497725	0.51273	0.515665	0.517797	0.487195	0.48862
SNP924	2	10736322	0.4	0.470588	0.455446	0.462687	0.369261	0.434565	0.44028	0.430114	0.412859	0.40398	0.403792	0.430336	0.445893	0.478717	0.483317
SNP925	2	10948422	0.28	0.352941	0.405941	0.447761	0.399202	0.405594	0.412794	0.40172	0.446555	0.447028	0.456211	0.486825	0.479673	0.462225	0.463421
SNP926	2	11203750	0.56	0.45098	0.465347	0.422886	0.383234	0.365634	0.344328	0.344131	0.379362	0.430628	0.440271	0.443716	0.467318	0.447215	0.444716
SNP927	2	11372218	0.48	0.372549	0.316832	0.393035	0.413174	0.375624	0.387806	0.35013	0.346265	0.351532	0.357333	0.359396	0.394123	0.428273	0.454036
SNP928	2	11594317	0.28	0.352941	0.306931	0.328358	0.387226	0.398601	0.383308	0.389922	0.393161	0.40998	0.435771	0.439906	0.450013	0.437707	0.44644
SNP929	2	11764783	0.28	0.411765	0.435644	0.507463	0.46507	0.461538	0.442779	0.462108	0.471253	0.501475	0.47921	0.485855	0.477603	0.464063	0.438973
