	Chr	Position	Bg02es	Bj	Gm06990	Gm12801	Gm12812	Gm12813	Gm12878	Helas3	Hepg2	Huvec	Imr90	K562	Mcf7	Nhek	Sknsh
SNP3335	5	149378181	56.273586	76.35778	66.936371	64.082756	61.090298	65.175079	72.599289	72.677124	69.503006	74.925964	81.214859	72.74292	66.774681	70.283028	66.452881
SNP3336	5	149427496	58.228985	77.1455	67.639099	65.852295	61.746677	65.967026	72.450813	72.895744	70.894104	73.22316	83.269844	70.20488	66.140419	70.68222	68.129868
SNP3337	5	149528843	60.787918	77.19873	70.323372	68.00209	63.328064	67.542404	72.377701	74.524391	72.454491	68.333778	84.627396	66.94516	65.49826	70.792274	71.720245
SNP3338	5	149695516	70.17646	74.248764	77.172791	70.702438	69.302193	72.432587	79.123184	73.338081	77.917465	75.060669	85.828697	73.298912	69.855835	73.633255	70.430962
SNP3339	5	149752254	75.788666	74.436218	78.800659	71.96743	69.799599	73.853691	78.981171	74.926582	80.235306	79.529694	85.934952	77.075058	72.029739	72.725494	69.748863
SNP3340	5	149950890	73.832512	76.897194	77.096291	73.027222	70.610641	73.504295	78.605278	76.482048	77.776016	82.218903	85.989059	77.312202	71.460289	71.641029	69.194862
SNP3341	5	150144882	64.334641	73.032669	73.665672	65.771667	66.892159	69.337288	74.716194	66.775375	73.152756	73.378807	80.512794	74.475616	64.708298	70.269554	65.424088
SNP3342	5	150373389	58.258038	68.219398	75.051399	69.767586	68.210175	71.24649	77.115067	66.601158	78.341919	68.634109	72.505722	70.53141	55.767769	62.329895	66.871452
SNP3343	5	150436342	63.175293	68.582817	77.742996	70.610756	69.717949	72.339409	77.545097	72.031029	79.712296	73.531776	72.315361	69.846184	57.129959	65.360909	68.159836
SNP3344	5	150521229	63.477409	69.866562	79.220032	70.980911	71.113312	72.51989	76.809273	70.975098	79.323311	73.429062	70.224457	70.340889	57.979877	67.555702	66.983284
SNP3345	5	150691344	55.771069	62.290855	76.219292	69.683151	70.533333	71.816902	79.917229	51.937344	73.15258	55.944672	62.836178	67.152458	52.19886	63.1903	62.405064
SNP3346	5	150746674	54.746304	60.293755	74.643265	68.323631	69.897453	70.819176	79.037529	47.202354	69.428963	53.179741	63.067268	62.799446	49.14386	63.983639	61.247131
SNP3347	5	150867135	54.309189	65.706688	72.519356	69.100769	67.086029	69.613617	76.113281	41.996902	63.59478	61.555443	70.675568	59.293865	49.210342	70.828697	61.146084
SNP3348	5	150971544	58.003971	71.356827	75.419075	71.060432	66.233856	69.470238	78.01722	46.238148	64.222435	73.331039	78.619064	60.929958	55.201336	68.821053	61.037743
SNP3349	5	150996201	59.840839	72.112221	76.350395	71.117615	66.514984	69.592117	78.232338	48.571583	64.908829	75.38781	79.889847	61.361217	56.503857	68.092636	60.892838
SNP3350	5	151076339	66.170921	74.111145	78.380783	70.198158	67.848427	70.237213	77.022583	56.737274	66.778046	79.562904	82.205902	62.860996	58.955647	69.279175	60.965721
SNP3351	5	151337907	45.277939	63.317219	66.775826	64.517281	58.125397	63.18058	72.878433	40.014008	55.960972	59.591255	66.483971	56.355232	42.369251	55.849205	54.935726
SNP3352	5	151883243	23.889675	24.576462	35.255348	39.35479	35.942596	37.854229	39.434517	14.476789	26.773111	19.939636	19.978584	35.30724	24.394094	32.253777	34.71397
SNP3353	5	152401437	22.109072	22.472813	18.032507	19.697771	25.427464	24.776474	16.506083	7.12649	12.744476	13.549283	12.069642	19.09889	14.03743	42.293285	27.949306
SNP3354	5	152927562	31.996687	55.672081	28.393169	34.165028	32.700653	34.498825	33.062492	16.686516	25.780024	33.789822	40.668865	31.199327	21.712557	50.451771	47.729397
SNP3355	5	153032929	28.478863	55.302341	35.172153	38.90662	36.42453	37.763756	37.51931	17.277269	30.778797	33.790024	38.089752	37.471313	23.862568	48.730316	51.912758
SNP3356	5	153290519	42.807667	55.533138	53.867676	49.548653	49.209072	51.143402	55.953434	37.109646	48.971245	41.122742	41.146564	51.60297	41.899948	43.535488	61.94912
SNP3357	5	153476851	53.223289	63.346863	63.151814	59.204201	56.637466	59.444122	65.713531	51.742256	61.08028	59.287483	56.144535	58.770889	55.785225	49.808994	64.134338
SNP3358	5	153752390	59.271427	61.552891	69.563637	61.415131	56.486488	62.475502	71.821899	65.751221	71.126907	57.953407	56.715527	61.822254	63.766552	51.126583	67.315422
SNP3359	5	153851324	65.46212	61.938568	72.810524	64.784729	59.382683	65.346466	74.127342	69.891411	75.200233	60.564987	62.395134	66.891296	68.560074	56.292671	65.978271
SNP3360	5	154288847	72.109665	60.273228	64.039108	57.898449	52.936405	58.957943	67.617943	70.716522	79.057663	74.987053	62.021542	75.945953	71.368111	58.880108	64.106277
SNP3361	5	154328022	69.075912	58.70042	62.971806	56.42606	52.240425	57.772831	65.827278	68.365105	78.437592	74.754776	58.872082	73.822556	69.920555	58.84132	64.195038
SNP3362	5	154336592	68.19735	58.32032	62.68721	56.066444	52.093819	57.531742	65.353142	67.649117	78.218857	74.587006	58.139599	73.241646	69.499802	58.854935	64.241348
SNP3363	5	155254135	14.95851	20.344986	21.566008	25.391022	22.329292	27.066139	21.911943	9.229499	22.339144	14.212454	28.302404	19.513611	22.530218	21.610062	37.239521
SNP3364	5	155673504	25.023626	35.0998	26.086405	33.415298	31.183771	40.108303	33.882671	9.04251	20.325668	13.775781	39.213997	14.142823	13.681421	19.110977	29.844635
SNP3365	5	155904364	45.74966	25.882317	33.210308	40.783352	38.040844	48.733265	43.47456	8.507328	28.887114	13.034058	28.592852	16.272182	13.11827	19.354996	30.680649
SNP3366	5	156256810	68.548691	27.717583	57.127987	54.499321	53.241982	67.146622	64.074181	15.613958	51.187675	13.324792	30.226324	17.387033	17.043129	19.515722	38.55143
SNP3367	5	156561444	34.95694	52.215179	74.835396	66.237282	61.334988	68.480759	76.341507	35.582859	64.488419	23.814255	51.092293	29.383141	30.937399	28.192585	52.284927
SNP3368	5	156724894	35.750622	66.049217	75.324776	69.004433	63.516029	69.548523	77.077766	28.859669	61.728203	36.119888	67.66124	36.632133	36.081364	43.004299	57.170883
SNP3369	5	156755169	35.923534	67.484459	75.223717	69.332451	62.718662	69.24649	76.749031	28.011471	60.913597	38.469265	70.174042	36.817612	36.79388	46.437263	57.619289
SNP3370	5	156967214	39.701836	73.381081	77.274246	72.334724	62.831741	70.517067	76.425941	26.927912	57.641087	43.115997	76.715515	45.074814	36.71236	56.107231	60.956249
SNP3371	5	157163893	53.127426	67.120552	71.018677	70.288918	57.121487	67.30542	72.892433	36.835209	57.708664	42.683689	71.720184	53.618473	40.856571	54.575966	61.995193
SNP3372	5	157235065	61.459709	61.230125	67.698784	68.361496	56.729752	67.378685	71.380615	38.436337	57.864811	43.760315	65.546806	54.83028	43.602589	53.12994	61.946484
SNP3373	5	157546573	46.125038	41.573006	51.743	57.202408	50.974232	60.253967	56.544571	18.846977	39.822441	29.465189	35.696762	42.998028	31.12956	34.142185	58.896496
SNP3374	5	157729317	26.593258	42.64011	48.879337	52.515438	51.780674	57.639576	48.92067	11.046148	26.24036	32.477741	31.483686	34.758488	24.248926	36.046909	54.882202
SNP3375	5	158165151	35.613358	48.263577	60.498154	58.829678	59.108799	65.107536	57.167007	19.208227	20.436687	16.908413	25.228561	36.43557	25.392448	29.288578	50.758633
SNP3376	5	158291746	40.7981	46.702847	59.413757	58.611523	57.280602	63.681892	57.771961	29.856785	25.956053	19.437521	33.283207	40.862446	20.156847	38.107738	49.590664
SNP3377	5	158604248	42.918781	59.485344	65.917786	63.388813	65.084595	66.707054	67.322548	70.75206	48.532398	32.198586	53.023643	61.781948	29.895954	67.182526	55.954453
SNP3378	5	158873987	23.955332	53.75428	59.844685	59.333935	58.33849	61.098427	62.173904	53.094196	38.610916	23.986462	48.6824	47.003162	29.748726	57.330326	51.8209
SNP3379	5	159444430	72.04731	68.165649	61.222874	52.72007	56.332302	56.018272	69.599625	59.023689	47.726982	60.370815	66.399345	50.964771	54.60556	61.802082	63.889427
SNP3380	5	159692876	73.77919	63.038933	70.331581	64.157173	64.411804	63.985497	74.798279	65.03669	54.221481	69.324837	68.495216	58.554798	60.933254	64.144699	66.510559
SNP3381	5	160094974	29.126509	39.332127	62.776764	58.039608	62.024006	59.380966	68.562798	26.527416	38.219109	36.839634	35.757812	37.828876	34.718102	30.418638	57.133682
SNP3382	5	160424980	13.899862	20.177498	43.194916	44.008438	49.964088	48.043579	49.237347	12.643935	23.488874	17.308868	13.247479	22.463554	25.216112	24.58127	42.699097
SNP3383	5	160875852	15.591534	15.16416	39.200451	35.845947	37.122646	43.287605	39.41518	11.054339	10.479182	12.008768	7.460583	14.579745	14.916727	16.929213	25.263039
SNP3384	5	161200221	21.433733	15.904066	26.1623	26.044659	29.782408	36.542442	27.436241	14.93017	8.976175	10.726846	7.818362	13.971567	22.714853	19.519352	19.060272
SNP3385	5	161573672	26.037134	15.570715	17.003374	20.406889	20.981115	30.288864	17.497492	34.785866	9.357241	11.210581	5.804416	19.246395	24.788021	13.980554	15.881182
SNP3386	5	162072785	17.957445	16.715036	16.464403	23.84086	24.546045	33.175518	17.596149	40.291542	12.23843	11.895544	8.72762	17.67454	26.345984	17.762417	22.269449
SNP3387	5	162571330	25.164465	21.879883	32.724903	35.869797	33.965099	43.992878	34.38409	24.663288	29.234896	23.681255	23.700027	36.655991	17.982826	23.032877	35.645508
SNP3388	5	162925691	66.361366	44.75462	44.699623	44.742863	44.199181	47.812824	43.533653	57.615257	48.162682	58.820782	53.566196	54.569546	31.246853	45.532917	48.505627
SNP3389	5	163026182	61.053963	42.170387	41.449524	42.670864	43.446224	45.814949	42.816708	52.140827	46.40918	60.341133	56.362072	54.096054	28.949699	41.992737	48.151699
SNP3390	5	163254143	29.021532	27.89863	29.111483	32.785896	32.973114	32.483818	29.807379	40.903011	30.745968	65.413704	56.26181	38.722614	16.052713	22.749552	42.205101
SNP3391	5	164188648	25.803528	13.875549	9.795549	28.627031	39.408615	32.879211	9.792295	12.452726	7.669367	13.90242	12.706671	27.026545	17.867212	14.829999	49.374222
SNP3392	5	164587638	30.264536	14.188286	10.037306	18.443792	21.241568	16.980812	5.956612	12.7094	9.543055	14.275512	12.784369	13.896698	14.228997	21.376944	39.371941
SNP3393	5	165444573	36.859737	14.313338	8.709394	14.937103	11.320538	11.793683	4.392713	7.755074	7.37354	10.310557	5.949679	11.713961	12.188713	22.320686	25.894283
SNP3394	5	166068369	31.113894	13.470895	10.621211	15.585212	14.065597	14.731853	5.73665	9.704535	7.605796	10.10181	5.912623	10.922171	28.021275	16.449852	24.860933
SNP3395	5	166604296	44.700413	24.351934	19.004051	12.95089	15.988688	12.090498	11.67066	36.937916	11.543125	13.273259	14.743591	11.20176	14.562121	32.345005	33.976906
SNP3396	5	166954452	52.845585	42.408016	28.725681	19.199774	19.402641	16.176701	22.528654	42.549236	22.00407	10.537792	38.551556	16.879559	21.04615	60.702908	43.992611
SNP3397	5	167131094	50.208096	52.130428	30.056583	22.679602	23.588366	17.024181	32.240765	46.44112	31.813519	11.442499	49.485771	20.115765	25.235491	71.710182	50.89127
SNP3398	5	167582195	60.221748	43.472061	53.294407	43.088718	42.838593	32.238712	59.813091	65.667351	65.990685	18.128702	53.607571	36.15942	59.061855	67.071259	65.715157
SNP3399	5	167649789	66.108971	46.643208	54.521912	45.948536	44.193523	36.069092	63.202698	73.739319	70.830391	22.273565	58.795231	37.265648	63.548637	70.143929	66.960655
SNP3400	5	167830364	68.282265	52.088898	56.903503	51.898521	49.30286	43.288132	65.570503	71.044846	74.541153	35.543846	60.218792	45.315762	63.71077	70.527443	66.814178
SNP3401	5	167980013	65.303131	55.471836	61.090153	51.745651	53.190273	47.970371	69.293472	73.129333	77.598305	44.206638	56.035049	51.711658	62.953121	65.588928	65.209534
SNP3402	5	168101966	52.109688	47.531551	58.066227	48.18045	49.223366	43.984978	65.493332	71.092476	75.659599	36.667259	46.56377	49.431358	60.327843	59.3535	66.42514
SNP3403	5	168180123	42.644989	41.821526	52.556149	46.604271	45.492558	40.322689	60.349911	62.730568	70.786552	29.41827	39.429787	43.77359	53.994335	51.943756	66.259132
SNP3404	5	168723345	25.895943	50.677437	49.422619	48.856258	49.03278	50.819221	53.537521	24.229589	34.52948	35.356308	34.432022	39.486908	21.471424	44.580978	65.3022
SNP3405	5	169117993	35.240753	73.483292	64.294876	62.156094	59.470402	62.778164	70.067009	39.991344	27.335844	59.829163	67.394379	44.772144	22.040907	38.0938	63.645737
SNP3406	5	169372143	32.749748	64.270668	57.992706	54.792816	49.965004	53.751015	63.290691	25.471804	20.795555	62.533066	56.604942	44.339462	22.704199	36.250999	59.297169
SNP3407	5	169421472	34.757622	61.423435	59.618511	55.995258	49.267479	53.546738	63.499924	26.605383	21.462215	65.820374	52.268791	44.717907	24.193666	34.793175	58.834053
SNP3408	5	169575178	43.110748	49.690365	68.864586	63.903633	51.249348	55.520271	70.55761	33.124344	22.762268	70.743233	39.317467	45.80677	29.878271	31.275528	58.909977
SNP3409	5	169601079	45.853981	47.574802	70.309196	64.689735	51.663731	55.852974	71.805977	32.486629	22.745472	69.585823	37.121895	45.867306	30.197094	31.149429	58.849167
SNP3410	5	169797910	51.399715	31.653812	72.496758	65.973747	51.779629	54.688339	74.568558	17.705303	23.036856	50.154358	28.138676	42.070332	32.891216	35.209896	59.60025
SNP3411	5	169909938	48.705849	32.073574	66.264679	61.805622	49.953831	51.948505	69.708351	14.175518	23.435909	45.372845	30.552423	41.424538	34.820267	44.926533	61.278084
SNP3412	5	170172900	67.299347	44.834965	47.93362	49.562103	49.499332	47.943523	52.354019	15.119156	23.957426	42.776981	44.573982	36.989388	51.120464	26.910265	62.444736
SNP3413	5	170239042	66.776207	47.711601	43.899284	46.834435	50.135384	46.44482	47.273594	15.278027	23.17071	45.446857	47.924088	38.1101	53.772552	25.086536	61.26931
SNP3414	5	170352739	55.565811	42.133686	39.326992	42.758656	46.311264	43.073547	41.3797	15.178387	24.015043	38.428402	45.412292	37.197201	50.501644	24.582502	60.366447
SNP3415	5	170556728	47.813343	42.762123	38.068417	41.330639	41.003544	41.007042	41.168152	24.224009	33.632637	40.880527	44.010216	45.032764	45.450737	25.139158	60.553112
SNP3416	5	170837978	65.521835	56.651421	50.720802	48.827477	49.894386	53.819473	56.285149	50.488365	51.662296	59.63718	60.989662	57.363735	61.482365	44.646706	66.742981
SNP3417	5	171041804	50.513866	54.272797	53.149548	50.599457	50.069035	53.907593	58.173038	43.726803	50.730907	55.351841	57.472137	49.961536	56.186573	47.53474	65.251617
SNP3418	5	171327377	70.440483	69.771049	68.375504	61.402969	59.204609	66.508133	72.410683	62.202106	66.342903	66.017776	70.277344	52.910885	65.199944	61.248962	63.370728
SNP3419	5	171593091	75.897148	75.405006	77.051712	71.613976	66.221405	69.74929	79.165825	73.705765	75.972816	76.754425	79.083168	55.183926	70.810013	70.662712	66.592827
SNP3420	5	171762911	72.185043	72.792328	77.194061	66.056465	66.248535	68.283173	79.531631	71.206551	76.339378	72.781601	77.951576	55.241188	68.594223	70.969452	66.989647
SNP3421	5	172056214	59.805847	71.948959	67.532898	62.914349	59.186611	62.810619	67.997429	65.66172	71.700752	73.914574	80.136581	64.691841	68.108727	66.109398	66.972511
SNP3422	5	172379904	63.533466	75.268097	70.329445	68.556099	65.007309	68.378059	72.725792	74.040062	78.033768	77.915916	83.55262	72.499619	70.453873	69.078331	65.870331
SNP3423	5	172565917	63.860722	70.098808	70.518753	66.596397	63.230679	66.652153	74.550827	68.95816	74.731239	65.500397	76.418114	70.083565	71.712456	59.795788	63.048466
SNP3424	5	172739848	60.67514	66.348808	64.268021	59.446392	59.222282	64.516403	67.894768	63.15929	71.327606	56.208275	74.508087	61.886826	75.304337	52.354813	64.385742
SNP3425	5	173143690	60.735798	53.17622	69.852737	65.154144	60.995628	67.685532	70.77507	76.727364	79.548843	46.631172	58.395298	73.71714	74.137825	42.997532	66.346863
SNP3426	5	173392511	58.05508	46.20607	65.155022	59.76104	59.327686	65.639946	67.859673	74.598648	76.890511	40.598072	41.584686	74.842438	64.596718	37.525429	65.362183
SNP3427	5	173708439	27.330894	37.605907	51.357227	47.416412	43.686943	49.422649	56.714325	48.400967	55.50753	20.040356	26.953852	55.648804	54.506512	32.870621	65.763092
SNP3428	5	174281467	34.936214	28.750492	25.454374	24.662863	26.200701	29.957462	30.052515	24.007462	36.293972	15.522572	23.862722	41.63464	55.556702	27.659248	62.677547
SNP3429	5	174650301	27.962641	20.751514	25.940197	31.424137	28.188042	29.125998	30.599144	15.164173	42.520306	14.508785	36.993153	39.500057	51.46138	28.808872	54.168873
SNP3430	5	174958140	63.697334	26.180412	38.7799	41.600285	36.650002	40.003098	42.331104	26.348511	59.866302	24.362099	30.908058	48.771229	55.942081	40.022549	56.67672
SNP3431	5	175236172	55.600052	37.269665	43.582291	46.492577	42.825733	45.610291	47.196205	30.124241	72.417564	29.103033	37.194706	58.37796	54.386711	43.729794	61.878891
SNP3432	5	175784640	63.973511	64.487801	66.155045	63.411919	62.569954	67.398468	70.314262	68.58033	80.571297	74.303436	73.282249	78.206993	71.081909	70.371841	68.474686
SNP3433	5	175937532	70.042961	71.01841	69.649689	65.508278	64.674316	69.778954	74.597435	73.416489	81.473984	76.915161	78.40892	73.945786	74.640495	70.47287	69.32737
SNP3434	5	176090320	69.234383	65.770302	66.59642	65.222519	65.227798	68.768898	71.343842	65.491676	78.066307	68.174576	72.096741	71.20993	73.30439	71.39785	71.8321
SNP3435	5	176290752	64.487328	65.236961	67.481155	66.570633	64.926231	67.992317	72.418976	66.064598	73.76799	68.513519	68.644295	69.457481	72.519447	64.074936	68.729691
SNP3436	5	176304121	65.349869	66.232597	68.267021	67.134102	65.261314	68.636246	72.887321	66.726471	74.36689	69.184906	69.249115	70.473694	73.068367	64.592407	68.431084
SNP3437	5	176774379	74.451088	73.42305	80.940659	70.56694	71.956253	73.354301	78.252136	74.99984	82.820541	81.963745	82.440742	82.358627	79.602928	71.54496	72.115005
SNP3438	5	176891472	77.912186	74.355049	80.461693	73.164925	72.272041	74.693558	78.865036	78.035873	82.37429	84.312851	81.822807	83.337379	80.371338	71.773537	73.869492
SNP3439	5	177352069	56.549023	49.740498	60.706333	58.457157	55.10239	61.712753	62.881821	46.504391	61.092976	47.887993	49.723572	64.624123	70.399872	57.308376	64.898987
SNP3440	5	177579675	74.300087	52.255497	67.967896	61.437679	60.528477	64.880089	67.76133	62.201729	60.789593	56.340805	48.542133	71.076614	75.466965	68.502579	65.807945
SNP3441	5	178049889	47.76767	34.529354	42.583729	43.509853	39.190365	42.716206	42.877575	33.069672	48.077442	29.513342	29.001904	50.015064	54.247898	43.501019	57.812828
SNP3442	5	178236266	38.270927	34.22744	32.072651	37.964424	34.405121	36.832558	36.473026	27.843788	45.629349	24.267347	30.466534	45.338009	48.138344	35.953201	58.187668
SNP3443	5	178311439	34.820042	36.185566	31.2682	37.008003	33.929615	36.063744	35.294804	26.859404	44.471104	22.891237	32.803852	44.028191	43.545292	34.103127	57.058807
